Collecting time,X,Y,Z,
46165,-192,-1,-410,
46205,-201,-21,-427,
46245,-211,-42,-442,
46285,-213,-74,-466,
46325,-216,-109,-486,
46365,-220,-162,-515,
46405,-220,-229,-537,
46445,-223,-273,-550,
46485,-225,-311,-556,
46525,-234,-350,-558,
46565,-237,-381,-561,
46605,-244,-406,-557,
46645,-240,-432,-561,
46685,-247,-447,-556,
46725,-260,-465,-554,
46765,-270,-494,-549,
46805,-282,-529,-533,
46845,-296,-566,-521,
46885,-314,-609,-498,
46925,-327,-641,-480,
46965,-340,-663,-466,
47005,-355,-696,-439,
47046,-366,-725,-411,
47086,-376,-751,-385,
47126,-383,-781,-347,
47166,-385,-798,-327,
47206,-388,-825,-284,
47246,-399,-842,-239,
47286,-417,-849,-189,
47326,-428,-852,-109,
47366,-439,-849,-60,
47406,-454,-830,-18,
47446,-459,-803,57,
47486,-459,-771,123,
47526,-462,-727,173,
47566,-473,-694,196,
47606,-476,-659,215,
47646,-481,-633,227,
47686,-486,-605,238,
47726,-493,-573,246,
47766,-499,-547,245,
47806,-507,-518,245,
47846,-510,-493,245,
47886,-511,-466,250,
47926,-508,-433,260,
47966,-503,-400,262,
48006,-499,-364,267,
48047,-498,-325,263,
48087,-498,-273,244,
48127,-501,-234,227,
48167,-501,-219,218,
48207,-494,-215,227,
48247,-483,-209,244,
48287,-461,-206,262,
48327,-432,-192,287,
48367,-409,-185,305,
48407,-392,-182,315,
48447,-381,-171,320,
48487,-373,-166,321,
48527,-369,-161,322,
48567,-363,-154,322,
48607,-366,-144,314,
48647,-379,-135,304,
48687,-382,-132,296,
48727,-375,-122,300,
48767,-371,-118,301,
48807,-386,-111,287,
48847,-384,-103,281,
48887,-366,-97,295,
48927,-347,-94,304,
48967,-323,-99,321,
49007,-285,-109,348,
49048,-238,-114,362,
49088,-209,-119,373,
49128,-148,-115,380,
49168,-88,-104,371,
49208,-16,-81,342,
49248,60,-55,292,
49288,130,-9,200,
49328,184,19,85,
49368,189,45,-37,
49408,184,51,-97,
49448,176,45,-172,
49488,154,35,-250,
49528,150,31,-260,
49568,135,7,-319,
49608,113,-16,-366,
49648,97,-20,-384,
49688,5,-67,-469,
49728,-65,-142,-529,
49768,-103,-158,-534,
49808,-155,-198,-547,
49848,-193,-220,-551,
49888,-230,-209,-536,
49928,-265,-214,-527,
49968,-309,-225,-513,
50008,-315,-235,-514,
50049,-329,-248,-509,
50089,-356,-275,-503,
50129,-415,-321,-467,
50169,-475,-361,-413,
50209,-521,-396,-358,
50249,-565,-427,-280,
50289,-595,-454,-187,
50329,-606,-458,-88,
50369,-600,-455,3,
50409,-581,-446,90,
50449,-543,-420,177,
50489,-485,-414,261,
50529,-440,-408,306,
50569,-397,-411,336,
50609,-381,-413,344,
50649,-364,-419,360,
50689,-322,-423,381,
50729,-274,-422,401,
50769,-221,-420,413,
50809,-173,-415,420,
50849,-120,-392,418,
50889,-63,-380,416,
50929,-24,-365,407,
50969,12,-338,390,
51009,52,-296,370,
51050,87,-234,340,
51090,118,-187,302,
51130,146,-136,256,
51170,162,-83,199,
51210,181,-49,135,
51250,187,-29,91,
51290,196,-15,32,
51330,195,-1,-15,
51370,180,19,-105,
51410,146,32,-192,
51450,94,41,-262,
51490,59,40,-301,
51530,-5,40,-341,
51570,-60,34,-365,
51610,-93,32,-377,
51650,-162,26,-379,
51690,-219,17,-376,
51730,-245,13,-369,
51770,-265,3,-368,
51810,-282,-2,-370,
51850,-307,-7,-357,
51890,-323,-13,-347,
51930,-341,-20,-339,
51970,-353,-26,-335,
52010,-358,-27,-333,
52051,-363,-22,-316,
52091,-369,-21,-308,
52131,-383,-26,-295,
52171,-409,-27,-259,
52211,-421,-18,-216,
52251,-434,-18,-187,
52291,-441,-20,-153,
52331,-449,-21,-124,
52371,-452,-20,-85,
52411,-456,-25,-72,
52451,-448,-19,-51,
52491,-440,-17,2,
52531,-419,-14,60,
52571,-373,-10,140,
52611,-314,-6,187,
52651,-253,-12,226,
52691,-195,-26,259,
52731,-144,-41,282,
52771,-121,-59,292,
52811,-106,-69,302,
52851,-77,-78,305,
52891,-45,-97,310,
52931,9,-115,300,
52971,61,-113,278,
53011,95,-109,254,
53052,128,-102,217,
53092,163,-100,172,
53132,211,-109,106,
53172,239,-120,48,
53212,257,-128,1,
53252,265,-132,-65,
53292,253,-130,-168,
53332,244,-147,-230,
53372,223,-155,-283,
53412,187,-161,-342,
53452,161,-179,-381,
53492,124,-204,-427,
53532,88,-231,-468,
53572,35,-255,-499,
53612,-54,-289,-534,
53652,-141,-300,-540,
53692,-219,-324,-534,
53732,-266,-359,-527,
53772,-327,-377,-500,
53812,-392,-394,-463,
53852,-416,-416,-451,
53892,-451,-439,-414,
53932,-478,-449,-378,
53972,-497,-444,-355,
54012,-512,-454,-335,
54053,-531,-464,-295,
54093,-549,-456,-259,
54133,-561,-447,-231,
54173,-569,-449,-207,
54213,-574,-449,-188,
54253,-576,-440,-171,
54293,-583,-439,-131,
54333,-585,-441,-82,
54373,-585,-444,-32,
54413,-576,-448,29,
54453,-563,-451,75,
54493,-541,-453,127,
54533,-523,-447,172,
54573,-497,-445,211,
54613,-449,-431,271,
54653,-394,-416,316,
54693,-344,-424,346,
54733,-292,-425,368,
54773,-239,-427,389,
54813,-178,-439,398,
54853,-120,-461,397,
54893,-48,-472,389,
54933,12,-486,369,
54973,72,-493,341,
55013,112,-502,313,
55054,139,-520,290,
55094,159,-538,262,
55134,175,-556,247,
55174,187,-566,228,
55214,203,-565,208,
55254,225,-565,181,
55294,251,-555,134,
55334,275,-564,81,
55374,289,-567,31,
55414,290,-589,-12,
55454,284,-609,-39,
55494,281,-626,-67,
55534,271,-642,-100,
55574,262,-655,-131,
55614,250,-671,-155,
55654,237,-683,-184,
55694,210,-699,-237,
55734,200,-697,-262,
55774,188,-685,-297,
55814,184,-676,-317,
55854,159,-647,-369,
55894,142,-642,-394,
55934,124,-645,-408,
55974,76,-644,-445,
56014,43,-639,-467,
56055,-11,-627,-494,
56095,-55,-628,-505,
56135,-94,-636,-506,
56175,-143,-644,-505,
56215,-176,-648,-506,
56255,-224,-645,-498,
56295,-266,-635,-493,
56335,-285,-621,-489,
56375,-297,-611,-485,
56415,-325,-599,-481,
56455,-341,-583,-479,
56495,-360,-561,-476,
56535,-384,-553,-465,
56575,-417,-549,-439,
56615,-461,-549,-399,
56655,-496,-556,-358,
56695,-519,-564,-311,
56735,-541,-596,-253,
56775,-546,-633,-202,
56815,-548,-661,-154,
56855,-542,-685,-103,
56895,-530,-708,-53,
56935,-520,-706,38,
56975,-496,-712,102,
57015,-469,-714,149,
57056,-437,-707,202,
57096,-402,-704,235,
57136,-373,-709,260,
57176,-341,-714,279,
57216,-327,-714,290,
57256,-308,-720,291,
57296,-301,-728,292,
57336,-281,-726,304,
57376,-250,-714,321,
57416,-223,-693,345,
57456,-182,-673,361,
57496,-122,-657,373,
57536,-84,-639,380,
57576,-60,-614,384,
57616,-41,-587,395,
57656,-15,-556,392,
57696,53,-478,384,
57736,113,-417,359,
57776,193,-360,295,
57816,246,-318,235,
57856,272,-298,189,
57896,302,-266,111,
57936,313,-239,61,
57976,319,-216,21,
58016,318,-194,-42,
58057,310,-173,-135,
58097,293,-172,-212,
58137,255,-182,-312,
58177,201,-194,-390,
58217,170,-187,-418,
58257,128,-177,-446,
58297,54,-153,-485,
58337,8,-139,-489,
58377,-19,-129,-496,
58417,-65,-113,-495,
58457,-107,-91,-488,
58497,-127,-74,-479,
58537,-140,-78,-475,
58577,-161,-80,-474,
58617,-175,-68,-464,
58657,-185,-58,-457,
58697,-215,-55,-447,
58737,-254,-46,-425,
58777,-283,-40,-409,
58817,-311,-51,-404,
58857,-342,-68,-392,
58897,-355,-78,-386,
58937,-380,-95,-378,
58977,-419,-114,-359,
59017,-450,-132,-334,
59058,-490,-149,-291,
59098,-522,-162,-226,
59138,-541,-162,-161,
59178,-548,-162,-76,
59218,-538,-150,-7,
59258,-523,-136,35,
59298,-501,-124,81,
59338,-486,-120,111,
59378,-470,-111,137,
59418,-448,-103,155,
59458,-426,-97,177,
59498,-407,-96,202,
59538,-386,-94,223,
59578,-364,-90,234,
59618,-343,-97,255,
59658,-313,-101,280,
59698,-262,-93,297,
59738,-212,-91,312,
59778,-140,-84,317,
59818,-76,-64,297,
59858,-21,-53,279,
59898,20,-12,224,
59938,63,43,113,
59978,91,58,37,
60018,103,66,-35,
60059,105,61,-116,
60099,110,47,-173,
60139,98,35,-230,
60179,65,17,-298,
60219,18,7,-349,
60259,-42,-10,-395,
60299,-109,-37,-428,
60339,-173,-49,-431,
60379,-242,-56,-422,
60419,-308,-59,-389,
60459,-345,-62,-367,
60499,-373,-69,-351,
60539,-412,-85,-323,
60579,-442,-92,-286,
60619,-464,-86,-242,
60659,-480,-82,-190,
60699,-492,-86,-148,
60739,-501,-91,-110,
60779,-494,-76,-84,
60819,-484,-63,-58,
60859,-482,-64,-30,
60899,-475,-64,0,
60939,-453,-52,43,
60979,-447,-64,87,
61019,-436,-75,127,
61060,-402,-65,163,
61100,-364,-62,194,
61140,-326,-52,219,
61180,-282,-38,233,
61220,-218,-22,242,
61260,-165,-17,252,
61300,-118,-19,256,
61340,-83,-18,250,
61380,-52,-11,236,
61420,-12,0,207,
61460,1,4,199,
61500,18,-22,218,
61540,26,-58,248,
61580,47,-91,259,
61620,102,-131,249,
61660,122,-139,239,
61700,131,-131,228,
61740,149,-133,209,
61780,171,-131,175,
61820,194,-130,146,
61860,214,-145,127,
61900,229,-166,120,
61940,248,-190,102,
61980,266,-218,79,
62020,290,-248,20,
62061,304,-277,-26,
62101,308,-300,-46,
62141,313,-312,-62,
62181,313,-326,-68,
62221,314,-334,-104,
62261,312,-348,-135,
62301,308,-362,-143,
62341,308,-381,-160,
62381,306,-392,-182,
62421,297,-397,-208,
62461,280,-400,-258,
62501,252,-377,-318,
62541,219,-367,-367,
62581,196,-382,-387,
62621,156,-372,-434,
62661,93,-372,-478,
62701,33,-379,-507,
62741,-37,-402,-528,
62781,-113,-421,-538,
62821,-187,-461,-534,
62861,-235,-490,-522,
62901,-270,-499,-508,
62941,-334,-520,-478,
62981,-352,-519,-467,
63021,-364,-514,-464,
63062,-368,-509,-461,
63102,-385,-508,-450,
63142,-420,-504,-421,
63182,-446,-509,-394,
63222,-459,-517,-379,
63262,-482,-514,-352,
63302,-503,-496,-322,
63342,-527,-477,-291,
63382,-563,-455,-206,
63422,-581,-443,-105,
63462,-581,-460,-20,
63502,-549,-486,96,
63542,-511,-508,175,
63582,-488,-510,206,
63622,-449,-525,250,
63662,-407,-533,287,
63702,-367,-530,321,
63742,-304,-539,353,
63782,-250,-557,369,
63822,-195,-575,375,
63862,-128,-574,382,
63902,-63,-553,380,
63942,-12,-515,382,
63982,35,-466,369,
64022,66,-439,357,
64063,89,-422,351,
64103,125,-411,327,
64143,148,-396,310,
64183,170,-368,295,
64223,204,-344,259,
64263,254,-325,190,
64303,291,-320,115,
64343,319,-325,32,
64383,327,-326,-40,
64423,330,-335,-71,
64463,328,-334,-120,
64503,321,-318,-160,
64543,314,-325,-200,
64583,287,-326,-273,
64623,239,-363,-367,
64663,173,-427,-439,
64703,97,-485,-488,
64743,31,-530,-512,
64783,36,-545,-503,
64823,-1,-555,-519,
64863,-35,-565,-523,
64903,-64,-578,-528,
64943,-103,-578,-531,
64983,-158,-559,-536,
65023,-181,-543,-540,
65064,-188,-539,-540,
65104,-215,-536,-539,
65144,-246,-510,-534,
65184,-291,-454,-528,
65224,-324,-388,-517,
65264,-344,-358,-507,
65304,-382,-375,-482,
65344,-422,-383,-455,
65384,-469,-357,-405,
65424,-542,-360,-305,
65464,-577,-371,-234,
65504,-595,-381,-164,
65544,-605,-373,-108,
65584,-605,-352,-44,
65624,-594,-326,13,
65664,-582,-291,57,
65704,-554,-270,129,
65744,-510,-270,211,
65784,-478,-263,249,
65824,-454,-253,271,
65864,-394,-289,331,
65904,-335,-329,373,
65944,-323,-302,376,
65984,-294,-277,385,
66024,-237,-272,398,
66065,-182,-254,403,
66105,-134,-240,402,
66145,-66,-246,398,
66185,-4,-227,379,
66225,46,-202,350,
66265,104,-167,304,
66305,157,-146,248,
66345,210,-169,203,
66385,251,-158,129,
66425,264,-127,69,
66465,282,-125,-29,
66505,293,-164,-160,
66545,276,-201,-267,
66585,241,-231,-349,
66625,213,-273,-398,
66665,158,-326,-463,
66705,129,-311,-481,
66745,125,-301,-486,
66785,95,-297,-503,
66825,78,-293,-514,
66865,49,-263,-518,
66905,32,-235,-520,
66945,13,-230,-521,
66985,-7,-227,-530,
67025,-36,-220,-535,
67066,-49,-219,-539,
67106,-76,-224,-546,
67146,-136,-194,-539,
67186,-177,-165,-526,
67226,-205,-143,-513,
67266,-268,-108,-476,
67306,-332,-82,-426,
67346,-405,-28,-314,
67386,-432,1,-220,
67426,-443,22,-135,
67466,-424,41,-56,
67506,-394,54,21,
67546,-359,54,98,
67586,-319,51,149,
67626,-260,39,207,
67666,-207,27,244,
67706,-165,10,269,
67746,-132,4,275,
67786,-108,16,260,
67826,-80,26,246,
67866,-47,43,222,
67906,-16,56,186,
67946,3,73,152,
67986,-19,89,135,
68026,-60,113,109,
68067,-102,114,116,
68107,-105,111,117,
68147,-83,116,102,
68187,-53,107,110,
68227,-24,86,137,
68267,-5,83,131,
68307,17,89,96,
68347,43,98,44,
68387,78,93,-48,
68427,82,83,-149,
68467,68,67,-223,
68507,42,44,-299,
68547,18,42,-317,
68587,-4,51,-310,
68627,-30,58,-316,
68667,-53,61,-315,
68707,-83,61,-320,
68747,-110,63,-324,
68787,-129,59,-323,
68827,-151,58,-328,
68867,-180,72,-301,
68907,-212,91,-253,
68947,-235,88,-236,
68987,-285,77,-221,
69027,-342,48,-215,
69068,-379,37,-171,
69108,-391,39,-77,
69148,-379,41,14,
69188,-355,37,82,
69228,-301,36,146,
69268,-208,33,195,
69308,-109,15,232,
69348,-12,-38,254,
69388,74,-94,256,
69428,132,-169,259,
69468,181,-243,248,
69508,217,-279,215,
69548,235,-280,193,
69588,247,-276,172,
69628,262,-284,151,
69668,277,-264,106,
69708,297,-281,66,
69748,309,-305,18,
69788,320,-322,-42,
69828,322,-325,-83,
69868,322,-321,-98,
69908,315,-313,-137,
69948,313,-324,-162,
69988,303,-329,-203,
70028,287,-257,-223,
70069,258,-193,-241,
70109,246,-182,-264,
70149,214,-170,-309,
70189,178,-142,-341,
70229,122,-118,-382,
70269,62,-107,-415,
70309,-18,-92,-446,
70349,-135,-92,-462,
70389,-216,-89,-447,
70429,-277,-106,-434,
70469,-328,-119,-418,
70509,-371,-135,-397,
70549,-416,-150,-366,
70589,-443,-163,-338,
70629,-468,-181,-318,
70669,-482,-189,-302,
70709,-502,-212,-287,
70749,-519,-237,-268,
70789,-542,-256,-232,
70829,-556,-280,-191,
70869,-567,-286,-158,
70909,-572,-279,-112,
70949,-568,-250,-72,
70989,-559,-228,-52,
71029,-552,-208,-26,
71070,-519,-150,21,
71110,-477,-91,43,
71150,-428,-28,50,
71190,-368,22,59,
71230,-319,45,81,
71270,-231,83,86,
71310,-168,88,96,
71350,-115,82,115,
71390,-68,73,122,
71430,-18,75,95,
71470,6,70,85,
71510,17,60,94,
71550,28,63,75,
71590,59,69,9,
71630,82,63,-32,
71670,95,57,-49,
71710,99,52,-67,
71750,104,50,-101,
71790,100,43,-139,
71830,111,31,-172,
71870,120,13,-203,
71910,122,-6,-242,
71950,122,-23,-270,
71990,125,-43,-291,
72030,122,-49,-305,
72071,124,-48,-304,
72111,127,-59,-309,
72151,134,-75,-324,
72191,141,-90,-329,
72231,120,-115,-367,
72271,40,-172,-456,
72311,-88,-246,-521,
72351,-232,-337,-525,
72391,-324,-424,-496,
72431,-376,-465,-463,
72471,-382,-479,-459,
72511,-404,-491,-439,
72551,-478,-507,-358,
72591,-492,-520,-335,
72631,-497,-537,-323,
72671,-526,-528,-271,
72711,-555,-511,-206,
72751,-569,-498,-149,
72791,-575,-500,-123,
72831,-573,-531,-68,
72871,-566,-547,-24,
72911,-563,-542,6,
72951,-546,-542,73,
72991,-497,-540,181,
73031,-412,-534,282,
73072,-324,-529,338,
73112,-267,-539,362,
73152,-186,-566,373,
73192,-96,-577,369,
73232,-23,-577,358,
73272,39,-573,334,
73312,104,-553,303,
73352,159,-540,266,
73392,213,-513,219,
73432,243,-489,189,
73472,254,-488,169,
73512,254,-485,170,
73552,262,-489,161,
73592,259,-488,162,
73632,265,-466,160,
73672,281,-432,142,
73712,297,-397,107,
73752,318,-358,36,
73792,328,-339,-31,
73832,331,-335,-111,
73872,324,-340,-177,
73912,283,-358,-302,
73952,223,-375,-395,
73992,128,-428,-483,
74032,27,-498,-528,
74073,-42,-538,-544,
74113,-174,-567,-548,
74153,-254,-572,-531,
74193,-260,-599,-523,
74233,-300,-643,-488,
74273,-334,-674,-462,
74313,-375,-717,-410,
74353,-402,-743,-368,
74393,-425,-760,-331,
74433,-428,-783,-293,
74473,-427,-802,-271,
74513,-421,-812,-257,
74553,-428,-822,-231,
74593,-436,-818,-224,
74633,-463,-764,-264,
74673,-525,-675,-251,
74713,-564,-653,-150,
74753,-573,-632,1,
74793,-572,-605,58,
74833,-556,-577,127,
74873,-538,-543,181,
74913,-505,-503,240,
74953,-459,-470,296,
74993,-420,-450,332,
75033,-393,-443,350,
75074,-366,-440,365,
75114,-327,-445,382,
75154,-275,-428,404,
75194,-231,-398,419,
75234,-198,-353,419,
75274,-111,-302,418,
75314,-26,-237,389,
75354,25,-211,367,
75394,69,-218,346,
75434,81,-245,348,
75474,104,-252,337,
75514,146,-296,322,
75554,191,-338,284,
75594,266,-343,198,
75634,321,-337,57,
75674,339,-327,-104,
75714,311,-318,-245,
75754,271,-317,-331,
75794,236,-310,-383,
75834,176,-317,-446,
75874,139,-300,-473,
75914,106,-281,-491,
75954,71,-281,-510,
75994,27,-283,-529,
76034,3,-279,-535,
76075,-15,-275,-541,
76115,-38,-268,-546,
76155,-100,-235,-542,
76195,-155,-150,-511,
76235,-185,-39,-441,
76275,-216,25,-366,
76315,-278,99,-203,
76355,-314,103,-82,
76395,-314,87,43,
76435,-270,74,125,
76475,-221,60,177,
76515,-161,42,213,
76555,-96,12,250,
76595,-57,-10,262,
76635,-25,-12,259,
76675,26,-20,241,
76715,80,-31,215,
76755,122,-40,181,
76795,154,-38,143,
76835,178,-39,108,
76875,182,-28,86,
76915,183,-15,55,
76955,190,-6,6,
76995,188,-5,-4,
77035,195,-6,-31,
77076,215,-25,-72,
77116,227,-45,-93,
77156,234,-67,-147,
77196,211,-64,-221,
77236,159,-62,-311,
77276,30,-44,-399,
77316,-53,-56,-440,
77356,-110,-65,-456,
77396,-189,-58,-441,
77436,-272,-58,-413,
77476,-324,-53,-380,
77516,-373,-57,-341,
77556,-408,-65,-303,
77596,-445,-78,-264,
77636,-476,-94,-223,
77676,-501,-107,-167,
77716,-517,-118,-101,
77756,-518,-121,-56,
77796,-504,-118,24,
77836,-456,-123,151,
77876,-382,-138,250,
77916,-307,-131,293,
77956,-169,-124,330,
77996,-77,-123,326,
78036,24,-125,298,
78077,97,-121,249,
78117,159,-95,167,
78157,187,-81,105,
78197,200,-85,90,
78237,220,-94,58,
78277,233,-115,51,
78317,248,-133,32,
78357,256,-126,-27,
78397,231,-86,-94,
78437,217,-76,-162,
78477,192,-71,-225,
78517,158,-78,-296,
78557,115,-118,-376,
78597,51,-176,-455,
78637,-30,-190,-488,
78677,-96,-196,-502,
78717,-178,-239,-516,
78757,-265,-314,-513,
78797,-328,-375,-494,
78837,-378,-441,-463,
78877,-411,-481,-436,
78917,-429,-513,-408,
78957,-449,-540,-384,
78997,-471,-558,-350,
79037,-491,-563,-316,
79078,-503,-580,-290,
79118,-509,-602,-260,
79158,-519,-610,-235,
79198,-526,-601,-225,
79238,-528,-618,-196,
79278,-528,-636,-167,
79318,-531,-647,-133,
79358,-524,-670,-103,
79398,-522,-674,-76,
79438,-531,-656,-27,
79478,-519,-643,48,
79518,-470,-646,156,
79558,-413,-667,214,
79598,-410,-669,217,
79638,-380,-677,244,
79678,-346,-684,264,
79718,-270,-667,316,
79758,-183,-656,345,
79798,-143,-666,342,
79838,-83,-675,336,
79878,-9,-661,323,
79918,47,-647,310,
79958,114,-616,282,
79998,144,-586,272,
80038,152,-569,272,
80079,160,-570,269,
80119,152,-570,278,
80159,166,-547,274,
80199,174,-523,275,
80239,190,-514,262,
80279,204,-510,252,
80319,220,-517,232,
80359,261,-540,164,
80399,303,-537,72,
80439,319,-524,19,
80479,326,-525,-38,
80519,326,-528,-104,
80559,317,-545,-158,
80599,293,-546,-247,
80639,262,-554,-311,
80679,225,-583,-359,
80719,169,-617,-407,
80759,65,-670,-456,
80799,-67,-732,-470,
80839,-120,-765,-453,
80879,-180,-791,-432,
80919,-207,-804,-418,
80959,-228,-821,-397,
80999,-246,-837,-373,
81039,-255,-848,-362,
81080,-265,-844,-362,
81120,-265,-839,-364,
81160,-262,-845,-361,
81200,-259,-851,-353,
81240,-272,-850,-349,
81280,-301,-831,-353,
81320,-362,-786,-364,
81360,-434,-723,-352,
81400,-524,-654,-278,
81440,-571,-629,-164,
81480,-587,-608,-106,
81520,-592,-583,-34,
81560,-589,-552,38,
81600,-579,-514,103,
81640,-547,-470,180,
81680,-523,-440,224,
81720,-496,-422,257,
81760,-462,-406,294,
81800,-422,-364,326,
81840,-377,-332,351,
81880,-322,-315,380,
81920,-325,-319,376,
81960,-319,-304,380,
82000,-283,-316,389,
82040,-232,-324,408,
82081,-206,-305,410,
82121,-150,-302,415,
82161,-77,-302,408,
82201,35,-338,382,
82241,120,-382,345,
82281,169,-411,302,
82321,240,-430,223,
82361,284,-432,157,
82401,319,-435,61,
82441,336,-440,-51,
82481,319,-449,-204,
82521,287,-449,-294,
82561,250,-460,-354,
82601,201,-476,-414,
82641,147,-465,-465,
82681,89,-468,-502,
82721,39,-470,-522,
82761,4,-472,-536,
82801,-21,-482,-543,
82841,-60,-473,-546,
82881,-108,-458,-558,
82921,-138,-438,-561,
82961,-176,-386,-554,
83001,-251,-233,-514,
83041,-341,-81,-387,
83081,-414,-27,-253,
83121,-446,-11,-119,
83161,-437,-6,-6,
83201,-404,-14,107,
83241,-358,-19,172,
83281,-306,-20,215,
83321,-260,-7,225,
83361,-236,-9,237,
83401,-211,-13,255,
83441,-165,-7,257,
83481,-117,-2,253,
83521,-76,9,237,
83561,-39,24,209,
83601,-19,43,175,
83641,-14,57,155,
83681,1,66,131,
83721,38,77,75,
83761,67,77,23,
83801,77,68,37,
83841,111,44,42,
83881,143,26,6,
83921,171,6,-10,
83961,196,-13,-63,
84001,202,-30,-123,
84041,180,-38,-225,
84082,124,-53,-327,
84122,51,-79,-407,
84162,-59,-102,-463,
84202,-154,-126,-479,
84242,-194,-136,-482,
84282,-257,-136,-463,
84322,-318,-149,-442,
84362,-362,-158,-418,
84402,-403,-179,-395,
84442,-438,-190,-365,
84482,-463,-199,-336,
84522,-483,-198,-308,
84562,-490,-194,-290,
84602,-482,-181,-298,
84642,-496,-182,-270,
84682,-516,-186,-222,
84722,-529,-189,-187,
84762,-523,-175,-181,
84802,-512,-148,-175,
84842,-510,-128,-135,
84882,-493,-95,-48,
84922,-468,-102,79,
84962,-411,-135,209,
85002,-347,-160,279,
85042,-282,-181,323,
85083,-190,-210,362,
85123,-126,-237,378,
85163,-76,-270,378,
85203,-39,-305,378,
85243,-8,-350,370,
85283,39,-397,358,
85323,116,-440,314,
85363,191,-479,234,
85403,223,-504,187,
85443,249,-541,132,
85483,265,-565,76,
85523,253,-568,106,
85563,255,-580,95,
85603,279,-575,17,
85643,294,-549,-47,
85683,297,-511,-157,
85723,285,-470,-231,
85763,270,-445,-272,
85803,246,-444,-318,
85843,212,-480,-366,
85883,172,-483,-408,
85923,92,-471,-472,
85963,10,-487,-511,
86003,-70,-521,-521,
86043,-140,-553,-520,
86084,-221,-576,-503,
86124,-285,-595,-480,
86164,-317,-607,-456,
86204,-338,-610,-445,
86244,-363,-617,-429,
86284,-386,-623,-407,
86324,-397,-639,-393,
86364,-415,-646,-370,
86404,-438,-640,-345,
86444,-472,-643,-295,
86484,-489,-667,-237,
86524,-502,-676,-198,
86564,-523,-666,-51,
86604,-496,-651,102,
86644,-490,-644,125,
86684,-459,-646,178,
86724,-407,-673,226,
86764,-355,-688,256,
86804,-304,-703,279,
86844,-292,-697,291,
86884,-274,-684,308,
86924,-237,-680,320,
86964,-209,-677,331,
87004,-184,-666,343,
87044,-146,-665,344,
87085,-111,-659,351,
87125,-81,-655,353,
87165,-73,-642,359,
87205,-47,-629,358,
87245,-4,-624,350,
87285,11,-612,352,
87325,40,-606,341,
87365,61,-591,337,
87405,78,-604,323,
87445,76,-669,291,
87485,59,-797,194,
87525,48,-863,112,
87565,46,-873,95,
87605,71,-866,77,
87645,117,-849,39,
87685,133,-837,32,
87725,149,-833,-5,
87765,162,-828,-30,
87805,176,-812,-59,
87845,199,-788,-122,
87885,200,-761,-214,
87925,201,-720,-277,
87965,201,-685,-315,
88005,140,-687,-391,
88045,41,-694,-456,
88086,-22,-704,-476,
88126,-84,-710,-482,
88166,-124,-746,-463,
88206,-161,-760,-457,
88246,-187,-756,-453,
88286,-217,-778,-432,
88326,-221,-785,-421,
88366,-225,-788,-417,
88406,-238,-782,-415,
88446,-262,-798,-392,
88486,-294,-792,-381,
88526,-336,-770,-382,
88566,-461,-669,-343,
88606,-542,-640,-220,
88646,-585,-597,-88,
88686,-586,-545,37,
88726,-563,-500,132,
88766,-534,-479,197,
88806,-492,-473,258,
88846,-452,-447,297,
88886,-425,-424,322,
88926,-361,-400,367,
88966,-264,-374,407,
89006,-193,-367,421,
89046,-164,-347,422,
89087,-150,-325,421,
89127,-131,-326,421,
89167,-112,-319,420,
89207,-107,-347,424,
89247,-88,-361,419,
89287,-73,-353,421,
89327,-63,-349,421,
89367,-34,-346,410,
89407,28,-348,393,
89447,119,-342,341,
89487,212,-344,262,
89527,276,-335,176,
89567,322,-307,48,
89607,333,-273,-102,
89647,301,-291,-253,
89687,214,-338,-409,
89727,156,-330,-462,
89767,98,-338,-506,
89807,52,-354,-529,
89847,24,-344,-537,
89887,-9,-306,-543,
89927,-47,-285,-549,
89967,-84,-227,-539,
90007,-142,-138,-504,
90047,-175,-117,-492,
90088,-184,-111,-492,
90128,-226,-112,-480,
90168,-301,-112,-451,
90208,-381,-153,-426,
90248,-497,-201,-326,
90288,-560,-201,-183,
90328,-566,-179,-90,
90368,-541,-150,34,
90408,-489,-110,131,
90448,-407,-56,191,
90488,-334,-13,214,
90528,-313,6,205,
90568,-310,25,188,
90608,-276,39,192,
90648,-256,40,206,
90688,-239,49,198,
90728,-225,59,194,
90768,-219,63,186,
90808,-202,63,192,
90848,-181,68,192,
90888,-164,78,179,
90928,-137,85,173,
90968,-111,80,175,
91008,-104,74,183,
91048,-99,66,190,
91089,-93,75,179,
91129,-78,76,174,
91169,-41,72,166,
91209,-13,85,130,
91249,9,107,55,
91289,30,114,-15,
91329,6,124,-65,
91369,-28,129,-142,
91409,-61,112,-227,
91449,-118,77,-303,
91489,-206,40,-344,
91529,-236,8,-365,
91569,-268,-6,-369,
91609,-290,-23,-369,
91649,-308,-31,-368,
91689,-328,-37,-354,
91729,-357,-41,-334,
91769,-381,-21,-283,
91809,-392,9,-196,
91849,-399,12,-151,
91889,-418,-5,-158,
91929,-444,-25,-126,
91969,-472,-53,-66,
92009,-488,-78,-43,
92049,-484,-87,20,
92090,-451,-93,115,
92130,-410,-100,186,
92170,-373,-92,214,
92210,-315,-91,258,
92250,-254,-90,287,
92290,-174,-83,300,
92330,-99,-83,301,
92370,-18,-90,292,
92410,61,-111,263,
92450,123,-117,229,
