Collecting time,X,Y,Z,
92690,-390,-734,140,
92730,-319,-791,147,
92770,-241,-794,204,
92810,-147,-768,257,
92850,-57,-740,281,
92890,58,-731,243,
92930,140,-712,193,
92970,179,-723,134,
93010,187,-766,49,
93050,171,-806,-17,
93091,147,-837,-83,
93131,84,-885,-140,
93171,-8,-927,-151,
93211,-86,-954,-116,
93251,-172,-958,-95,
93291,-274,-936,-40,
93331,-346,-890,29,
93371,-382,-818,118,
93411,-356,-783,163,
93451,-303,-762,211,
93491,-235,-788,210,
93531,-138,-815,202,
93571,-42,-773,241,
93611,38,-751,237,
93651,132,-728,202,
93691,227,-685,130,
93731,311,-611,41,
93771,349,-563,20,
93811,357,-498,83,
93851,330,-401,180,
93891,284,-319,239,
93931,214,-233,290,
93971,128,-185,330,
94011,52,-241,383,
94051,10,-386,417,
94092,-44,-407,433,
94132,-101,-437,437,
94172,-160,-498,436,
94212,-257,-556,417,
94252,-358,-659,350,
94292,-485,-730,218,
94332,-609,-701,-7,
94372,-663,-457,-120,
94412,-606,-282,-70,
94452,-542,-194,-24,
94492,-517,-188,-6,
94532,-466,-113,33,
94572,-379,-31,76,
94612,-295,12,122,
94652,-218,53,109,
94692,-126,80,88,
94732,-72,85,91,
94772,-4,91,49,
94812,42,89,16,
94852,72,55,91,
94892,153,-201,263,
94932,197,-449,273,
94972,229,-456,241,
95012,252,-481,207,
95052,250,-550,194,
95093,227,-628,193,
95133,202,-677,204,
95173,145,-741,231,
95213,56,-806,268,
95253,-54,-780,359,
95293,-195,-649,431,
95333,-258,-419,428,
95373,-216,-267,389,
95413,-158,-218,369,
95453,-110,-153,341,
95493,-66,-107,314,
95533,-14,-99,306,
95573,37,-120,310,
95613,92,-140,303,
95653,173,-139,256,
95693,261,-110,131,
95733,313,-88,-83,
95773,289,-85,-251,
95813,231,-65,-333,
95853,168,-11,-349,
95893,108,39,-343,
95933,36,54,-366,
95973,-36,13,-435,
96013,-101,-40,-483,
96053,-157,-58,-495,
96094,-204,-38,-471,
96134,-236,39,-394,
96174,-316,107,-256,
96214,-433,80,-92,
96254,-560,-85,36,
96294,-635,-362,42,
96334,-600,-591,-39,
96374,-518,-697,-122,
96414,-454,-751,-135,
96454,-408,-793,-117,
96494,-370,-820,-127,
96534,-295,-864,-119,
96574,-200,-869,-226,
96614,-82,-878,-213,
96654,0,-874,-176,
96694,59,-849,-179,
96734,109,-794,-246,
96774,146,-688,-336,
96814,170,-517,-414,
96854,177,-345,-426,
96894,199,-312,-402,
96934,207,-278,-387,
96974,190,-196,-373,
97014,160,-108,-353,
97054,115,-48,-348,
97095,58,-10,-360,
97135,-12,20,-369,
97175,-91,22,-380,
97215,-162,-43,-435,
97255,-221,-155,-477,
97295,-251,-296,-503,
97335,-249,-451,-500,
97375,-212,-589,-475,
97415,-184,-728,-409,
97455,-142,-792,-372,
97495,-66,-818,-350,
97535,26,-833,-313,
97575,139,-838,-206,
97615,230,-802,-65,
97655,283,-730,37,
97695,285,-634,181,
97735,231,-539,301,
97775,178,-485,352,
97815,100,-420,394,
97855,41,-385,415,
97895,13,-440,421,
97935,-25,-502,419,
97975,-63,-584,412,
98015,-108,-671,389,
98055,-152,-793,321,
98096,-210,-931,174,
98136,-373,-959,-21,
98176,-568,-764,-189,
98216,-621,-454,-194,
98256,-576,-274,-103,
98296,-516,-168,-35,
98336,-448,-90,40,
98376,-369,-28,95,
98416,-273,29,110,
98456,-179,60,108,
98496,-72,80,79,
98536,13,80,27,
98576,66,72,14,
98616,111,3,116,
98656,182,-390,279,
98696,194,-458,268,
98736,235,-472,226,
98776,222,-550,226,
98816,183,-662,217,
98856,163,-736,184,
98896,96,-830,161,
98936,14,-882,183,
98976,-65,-864,267,
99016,-156,-764,379,
99056,-179,-540,443,
99097,-117,-353,416,
99137,-59,-280,379,
99177,-22,-241,357,
99217,19,-231,344,
99257,76,-240,328,
99297,158,-276,296,
99337,250,-312,218,
99377,331,-365,109,
99417,379,-410,-37,
99457,370,-448,-217,
99497,311,-485,-351,
99537,226,-518,-442,
99577,133,-505,-509,
99617,99,-401,-532,
99657,36,-316,-554,
99697,-27,-291,-568,
99737,-66,-152,-538,
99777,-113,-55,-504,
99817,-168,40,-443,
99857,-272,117,-354,
99897,-433,130,-238,
99937,-592,49,-136,
99977,-710,-220,-157,
100017,-631,-397,-239,
100057,-560,-409,-244,
100098,-536,-432,-230,
100138,-524,-470,-212,
100178,-498,-559,-222,
100218,-468,-630,-233,
100258,-430,-682,-258,
100298,-396,-694,-303,
100338,-361,-684,-364,
100378,-291,-754,-366,
100418,-220,-786,-379,
100458,-158,-768,-416,
100498,-98,-708,-469,
100538,-51,-611,-516,
100578,-25,-444,-555,
100618,-9,-353,-562,
100658,-29,-163,-526,
100698,-44,-57,-490,
100738,-48,-16,-475,
100778,-56,28,-464,
100818,-63,54,-479,
100858,-102,94,-488,
100898,-175,63,-569,
100938,-194,-149,-672,
100978,-41,-339,-606,
101018,32,-382,-528,
101058,40,-375,-503,
101099,28,-301,-502,
101139,9,-203,-487,
101179,15,-203,-490,
101219,57,-194,-473,
101259,111,-139,-423,
101299,165,-99,-355,
101339,221,-75,-270,
101379,297,-131,-180,
101419,359,-249,-104,
101459,377,-415,-5,
101499,332,-580,77,
101539,252,-701,125,
101579,150,-807,147,
101619,50,-863,158,
101659,-11,-881,169,
101699,-47,-901,155,
101739,-91,-949,76,
101779,-132,-981,-70,
101819,-178,-968,-208,
101859,-286,-891,-344,
101899,-416,-756,-428,
101939,-558,-601,-388,
101979,-659,-441,-221,
102019,-628,-402,12,
102059,-567,-538,45,
102100,-504,-618,84,
102140,-445,-677,123,
102180,-398,-730,131,
102220,-353,-760,155,
102260,-282,-796,178,
102300,-233,-817,189,
102340,-199,-821,209,
102380,-164,-808,237,
102420,-124,-778,273,
102460,-75,-728,311,
102500,-25,-719,312,
102540,23,-722,288,
102580,67,-745,254,
102620,94,-783,199,
102660,88,-841,137,
102700,42,-905,73,
102740,-47,-953,56,
102780,-158,-974,77,
102820,-297,-946,128,
102860,-420,-821,220,
102900,-431,-644,318,
102940,-373,-554,349,
102980,-321,-551,351,
103020,-295,-574,348,
103060,-282,-586,349,
103101,-262,-590,356,
103141,-237,-621,355,
103181,-182,-655,358,
103221,-81,-691,343,
103261,45,-751,266,
103301,154,-779,156,
103341,227,-770,40,
103381,266,-745,-117,
103421,268,-684,-254,
103461,219,-651,-363,
103501,148,-650,-431,
103541,35,-679,-478,
103581,-69,-711,-488,
103621,-148,-715,-491,
103661,-204,-681,-502,
103701,-255,-611,-524,
103741,-295,-517,-545,
103781,-341,-399,-541,
103821,-387,-268,-511,
103861,-497,-205,-415,
103901,-598,-189,-269,
103941,-668,-316,-79,
103981,-627,-556,-58,
104021,-528,-703,-112,
104061,-454,-750,-169,
104102,-417,-753,-206,
104142,-360,-795,-218,
104182,-280,-839,-221,
104222,-216,-866,-211,
104262,-155,-886,-198,
104302,-90,-896,-175,
104342,-34,-900,-132,
104382,17,-895,-93,
104422,52,-886,-118,
104462,57,-860,-210,
104502,89,-835,-237,
104542,125,-784,-284,
104582,142,-699,-362,
104622,172,-628,-389,
104662,168,-481,-453,
104702,111,-188,-460,
104742,71,5,-363,
104782,-9,67,-351,
104822,-100,67,-394,
104862,-199,55,-424,
104902,-314,-12,-451,
104942,-362,-143,-484,
104982,-329,-221,-497,
105022,-284,-230,-497,
105062,-267,-189,-474,
105103,-280,-162,-461,
105143,-269,-130,-457,
105183,-246,-76,-440,
105223,-183,-37,-431,
105263,-70,-3,-413,
105303,43,25,-353,
105343,134,48,-250,
105383,199,43,-105,
105423,213,10,40,
105463,181,-3,132,
105503,114,-8,204,
105543,44,-30,272,
105583,-15,-68,322,
105623,-61,-126,363,
105663,-108,-227,413,
105703,-168,-327,437,
105743,-238,-449,436,
105783,-328,-550,401,
105823,-457,-644,299,
105863,-600,-687,58,
105903,-677,-434,-44,
105943,-586,-157,0,
105983,-476,-80,58,
106023,-405,-47,91,
106063,-337,-7,101,
106104,-269,19,121,
106144,-186,38,136,
106184,-110,55,130,
106224,-19,72,80,
106264,56,59,48,
106304,113,35,32,
106344,164,-5,52,
106384,203,-74,109,
106424,224,-252,218,
106464,204,-487,256,
106504,172,-657,227,
106544,145,-733,197,
106584,104,-804,169,
106624,23,-885,130,
106664,-100,-933,123,
106704,-231,-938,123,
106744,-355,-887,159,
106784,-435,-771,247,
106824,-377,-630,351,
106864,-223,-555,390,
106904,-109,-554,375,
106944,-16,-563,347,
106984,37,-591,318,
107024,86,-593,299,
107064,128,-591,280,
107105,170,-573,264,
107145,218,-588,211,
107185,279,-586,134,
107225,331,-567,43,
107265,356,-561,-87,
107305,345,-540,-223,
107345,306,-473,-337,
107385,262,-395,-404,
107425,188,-307,-464,
107465,88,-208,-497,
107505,16,-150,-502,
107545,-53,-91,-491,
107585,-98,-10,-438,
107625,-133,54,-377,
107665,-173,151,-198,
107705,-216,170,-5,
107745,-288,123,120,
107785,-380,-18,271,
107825,-501,-274,324,
107865,-611,-527,174,
107905,-634,-524,-115,
107945,-573,-373,-236,
107985,-510,-266,-273,
108025,-471,-199,-276,
108065,-421,-156,-316,
108106,-348,-151,-387,
108146,-273,-168,-446,
108186,-192,-188,-485,
108226,-106,-192,-496,
108266,-17,-196,-491,
108306,76,-252,-476,
108346,150,-265,-436,
108386,209,-227,-368,
108426,242,-174,-297,
108466,244,-118,-248,
108506,222,-33,-197,
108546,162,44,-170,
108586,91,109,-175,
108626,1,155,-201,
108666,-106,174,-255,
108706,-227,138,-340,
108746,-300,2,-439,
108786,-259,-160,-499,
108826,-207,-206,-498,
108866,-180,-199,-492,
108906,-154,-154,-476,
108946,-119,-124,-464,
108986,-65,-95,-452,
109026,6,-78,-427,
109066,91,-54,-372,
109107,182,-47,-281,
109147,252,-70,-210,
109187,329,-176,-145,
109227,377,-327,-17,
109267,361,-539,38,
109307,304,-708,-15,
109347,241,-773,-191,
109387,173,-769,-308,
109427,104,-743,-396,
109467,30,-734,-444,
109507,-43,-642,-518,
109547,-122,-468,-579,
109587,-179,-377,-587,
109627,-213,-247,-566,
109667,-237,-38,-482,
109707,-341,44,-383,
109747,-517,35,-186,
109787,-648,-245,14,
109827,-582,-575,54,
109867,-477,-714,47,
109907,-403,-782,22,
109947,-324,-847,-32,
109987,-245,-882,-82,
110027,-210,-892,-131,
110067,-190,-900,-148,
110108,-146,-913,-126,
110148,-94,-916,-136,
110188,-31,-908,-152,
110228,22,-898,-118,
110268,95,-862,-123,
110308,120,-825,-215,
110348,132,-747,-334,
110388,144,-599,-436,
110428,128,-434,-492,
110468,94,-328,-521,
110508,13,-225,-543,
110548,-84,-187,-565,
110588,-214,-218,-588,
110628,-331,-343,-595,
110668,-372,-518,-546,
110708,-285,-628,-495,
110748,-223,-642,-477,
110788,-207,-640,-476,
110828,-192,-618,-493,
110868,-158,-592,-513,
110908,-111,-531,-532,
110948,-83,-451,-555,
110988,-14,-375,-554,
111028,100,-308,-515,
111068,167,-208,-456,
111109,218,-129,-372,
111149,208,-4,-252,
111189,172,37,-228,
111229,85,104,-182,
111269,40,127,-169,
111309,-10,145,-156,
111349,-72,168,-50,
111389,-116,164,37,
111429,-202,109,178,
111469,-313,-40,312,
111509,-444,-190,334,
111549,-573,-460,276,
111589,-680,-617,-55,
111629,-643,-351,-225,
111669,-518,-149,-224,
111709,-435,-71,-210,
111749,-362,-5,-201,
111789,-289,46,-188,
111829,-213,83,-164,
111869,-120,101,-169,
111909,-26,102,-147,
111949,67,80,-113,
111989,146,32,-108,
112029,222,-44,-126,
112069,253,-84,-124,
112110,254,-71,-77,
112150,268,-83,-61,
112190,266,-77,-22,
112230,246,-45,25,
112270,195,-26,143,
112310,114,-199,356,
112350,46,-326,439,
112390,-44,-321,491,
112430,-184,-309,517,
112470,-261,-119,408,
112510,-175,-11,276,
112550,-134,38,183,
112590,-76,45,167,
112630,-32,15,207,
112670,7,-14,236,
112710,56,-33,236,
112750,96,-58,246,
112790,143,-94,241,
112830,204,-148,231,
112870,269,-200,189,
112910,329,-241,105,
112950,366,-287,9,
112990,382,-344,-87,
113030,373,-391,-177,
113070,357,-432,-228,
113110,343,-445,-267,
113150,327,-433,-305,
113190,314,-410,-329,
113230,303,-378,-344,
113270,292,-351,-362,
113310,286,-328,-366,
113350,284,-307,-366,
113390,281,-285,-365,
113430,275,-263,-362,
113470,271,-243,-361,
113510,263,-218,-351,
113550,254,-188,-355,
113590,231,-156,-362,
113630,200,-132,-380,
113670,154,-115,-407,
113710,110,-87,-416,
113750,72,-62,-417,
113790,13,-48,-426,
113830,-46,-30,-421,
113870,-100,-10,-405,
113910,-149,-23,-411,
113950,-182,-38,-418,
113990,-201,-41,-413,
114030,-220,-43,-408,
114070,-232,-43,-402,
114111,-245,-51,-399,
114151,-264,-65,-402,
114191,-279,-79,-405,
114231,-289,-83,-408,
114271,-298,-91,-410,
114311,-310,-99,-413,
114351,-320,-106,-411,
114391,-330,-113,-416,
114431,-338,-121,-422,
114471,-347,-131,-426,
114511,-355,-143,-432,
114551,-359,-152,-436,
114591,-366,-160,-439,
114631,-369,-162,-436,
114671,-376,-167,-436,
114711,-375,-171,-439,
114751,-372,-170,-443,
114791,-375,-176,-443,
114831,-379,-179,-442,
114871,-385,-181,-437,
114911,-391,-186,-434,
114951,-397,-191,-432,
114991,-408,-199,-425,
115031,-424,-205,-418,
115071,-441,-218,-400,
