Collecting time,X,Y,Z,
46045,-323,148,-77,
46085,-173,204,-78,
46125,-33,202,-2,
46165,31,111,150,
46205,-18,-10,265,
46245,-77,-114,323,
46285,-67,-199,350,
46325,-43,-261,366,
46365,-10,-291,365,
46405,-39,-291,387,
46445,-36,-318,392,
46485,-43,-394,405,
46525,-92,-468,418,
46565,-133,-591,400,
46605,-146,-753,327,
46645,-118,-919,155,
46685,-126,-988,-82,
46725,-193,-975,-192,
46765,-248,-921,-304,
46805,-275,-859,-378,
46845,-274,-795,-434,
46885,-278,-720,-483,
46925,-301,-606,-525,
46965,-351,-478,-537,
47005,-338,-462,-545,
47046,-239,-407,-585,
47086,-121,-298,-597,
47126,-38,-162,-564,
47166,-66,12,-481,
47206,-201,130,-349,
47246,-418,69,-180,
47286,-557,-159,-102,
47326,-570,-298,12,
47366,-533,-359,118,
47406,-474,-447,212,
47446,-416,-549,253,
47486,-361,-607,287,
47526,-286,-644,318,
47566,-230,-666,333,
47606,-157,-655,356,
47646,-67,-664,347,
47686,7,-684,323,
47726,74,-691,291,
47766,84,-760,235,
47806,43,-819,211,
47846,-24,-864,206,
47886,-120,-894,205,
47926,-226,-900,213,
47966,-350,-848,245,
48006,-441,-714,299,
48047,-445,-533,343,
48087,-398,-451,340,
48127,-357,-422,344,
48167,-343,-427,346,
48207,-312,-443,360,
48247,-259,-478,384,
48287,-184,-533,392,
48327,-107,-615,375,
48367,-1,-668,337,
48407,118,-716,252,
48447,195,-772,115,
48487,213,-811,-43,
48527,179,-836,-173,
48567,116,-854,-260,
48607,54,-859,-310,
48647,-10,-861,-343,
48687,-71,-861,-364,
48727,-118,-833,-401,
48767,-158,-781,-456,
48807,-203,-711,-503,
48847,-242,-570,-562,
48887,-304,-433,-579,
48927,-423,-321,-524,
48967,-566,-266,-387,
49007,-659,-337,-153,
49048,-615,-469,42,
49088,-528,-579,120,
49128,-457,-627,170,
49168,-381,-636,240,
49208,-306,-628,294,
49248,-252,-616,325,
49288,-208,-581,360,
49328,-167,-543,382,
49368,-124,-502,399,
49408,-66,-487,400,
49448,-22,-451,400,
49488,33,-423,390,
49528,94,-447,358,
49568,152,-492,321,
49608,179,-568,275,
49648,163,-689,229,
49688,98,-802,199,
49728,-26,-892,187,
49768,-154,-890,242,
49808,-293,-820,310,
49848,-389,-687,351,
49888,-385,-510,383,
49928,-321,-413,385,
49968,-292,-395,372,
50008,-289,-407,367,
50049,-272,-407,374,
50089,-269,-418,375,
50129,-251,-447,386,
50169,-215,-504,392,
50209,-129,-585,387,
50249,15,-641,348,
50289,157,-660,260,
50329,270,-652,133,
50369,324,-648,-34,
50409,304,-663,-199,
50449,239,-673,-327,
50489,160,-665,-417,
50529,82,-639,-481,
50569,12,-594,-531,
50609,-70,-527,-572,
50649,-157,-417,-594,
50689,-267,-303,-577,
50729,-383,-175,-504,
50769,-474,-90,-394,
50809,-592,-114,-200,
50849,-635,-309,3,
50889,-574,-536,64,
50929,-482,-673,91,
50969,-391,-758,117,
51009,-292,-817,125,
51050,-204,-843,146,
51090,-118,-836,177,
51130,-50,-805,214,
51170,0,-765,240,
51210,57,-695,275,
51250,114,-606,294,
51290,163,-549,283,
51330,214,-491,250,
51370,260,-450,204,
51410,295,-465,144,
51450,306,-512,114,
51490,300,-584,91,
51530,278,-672,79,
51570,223,-752,129,
51610,107,-832,221,
51650,-37,-820,336,
51690,-162,-687,422,
51730,-168,-521,434,
51770,-120,-470,413,
51810,-81,-488,392,
51850,-50,-538,377,
51890,-30,-574,366,
51930,-4,-597,354,
51970,34,-607,338,
52010,92,-584,324,
52051,153,-574,290,
52091,223,-568,230,
52131,295,-541,147,
52171,345,-516,24,
52211,372,-467,-120,
52251,347,-429,-249,
52291,297,-399,-344,
52331,230,-370,-427,
52371,160,-344,-486,
52411,88,-300,-524,
52451,35,-223,-532,
52491,-14,-136,-521,
52531,-67,-36,-479,
52571,-134,61,-409,
52611,-238,160,-263,
52651,-423,127,-68,
52691,-622,-158,-48,
52731,-619,-491,-140,
52771,-523,-665,-182,
52811,-445,-760,-158,
52851,-365,-834,-101,
52891,-280,-879,-42,
52931,-203,-898,22,
52971,-137,-893,80,
53011,-74,-870,133,
53052,-16,-857,138,
53092,34,-837,142,
53132,79,-855,43,
53172,127,-848,-85,
53212,176,-804,-101,
53252,221,-747,-155,
53292,255,-658,-231,
53332,259,-549,-321,
53372,236,-413,-398,
53412,197,-310,-443,
53452,127,-214,-488,
53492,32,-173,-536,
53532,-115,-191,-588,
53572,-261,-316,-595,
53612,-290,-548,-536,
53652,-208,-722,-454,
53692,-147,-736,-429,
53732,-104,-718,-445,
53772,-58,-709,-447,
53812,-8,-728,-426,
53852,49,-719,-412,
53892,94,-635,-451,
53932,176,-577,-423,
53972,243,-487,-392,
54012,302,-391,-329,
54053,350,-310,-201,
54093,348,-215,-100,
54133,308,-127,-10,
54173,240,-42,62,
54213,161,13,119,
54253,90,37,166,
54293,29,40,202,
54333,-35,20,262,
54373,-95,-39,331,
54413,-186,-115,384,
54453,-264,-216,418,
54493,-363,-338,418,
54533,-475,-489,352,
54573,-609,-558,141,
54613,-632,-438,-40,
54653,-575,-279,-149,
54693,-505,-192,-224,
54733,-449,-128,-259,
54773,-377,-103,-328,
54813,-299,-116,-405,
54853,-220,-163,-470,
54893,-163,-236,-514,
54933,-102,-307,-537,
54973,-46,-372,-544,
55013,26,-441,-525,
55054,102,-465,-488,
55094,174,-460,-441,
55134,223,-394,-405,
55174,227,-269,-386,
55214,204,-140,-355,
55254,152,-48,-356,
55294,64,16,-387,
55334,-61,43,-429,
55374,-193,-24,-504,
55414,-277,-186,-562,
55454,-251,-324,-566,
55494,-185,-365,-552,
55534,-131,-361,-539,
55574,-85,-341,-536,
55614,-23,-339,-525,
55654,36,-344,-511,
55694,74,-305,-492,
55734,142,-252,-449,
55774,215,-208,-372,
55814,253,-138,-288,
55854,282,-84,-158,
55894,275,-57,-15,
55934,224,-35,106,
55974,154,-18,185,
56014,88,-22,244,
56055,45,-53,294,
56095,14,-95,337,
56135,3,-164,374,
56175,-2,-256,409,
56215,-6,-374,435,
56255,-68,-516,447,
56295,-167,-660,416,
56335,-337,-736,349,
56375,-535,-718,194,
56415,-640,-530,29,
56455,-615,-351,-68,
56495,-564,-260,-138,
56535,-501,-195,-229,
56575,-426,-144,-304,
56615,-336,-106,-364,
56655,-259,-126,-426,
56695,-196,-180,-479,
56735,-130,-232,-511,
56775,-77,-219,-508,
56815,-32,-219,-510,
56855,14,-273,-515,
56895,49,-318,-513,
56935,77,-325,-501,
56975,118,-335,-487,
57015,186,-349,-439,
57056,236,-320,-386,
57096,270,-253,-321,
57136,279,-167,-259,
57176,256,-66,-211,
57216,213,16,-187,
57256,152,98,-183,
57296,80,157,-213,
57336,-8,183,-289,
57376,-88,143,-397,
57416,-129,57,-455,
57456,-106,-19,-463,
57496,-102,-36,-430,
57536,-103,-37,-413,
57576,-113,-33,-404,
57616,-119,-32,-406,
57656,-106,-41,-415,
57696,-83,-45,-420,
57736,-52,-22,-399,
57776,3,-10,-377,
57816,82,-20,-349,
57856,167,-28,-294,
57896,235,-46,-206,
57936,276,-57,-100,
57976,289,-76,10,
58016,275,-102,107,
58057,241,-136,199,
58097,199,-176,272,
58137,155,-224,326,
58177,120,-289,368,
58217,89,-376,394,
58257,53,-487,414,
58297,-5,-596,411,
58337,-98,-712,394,
58377,-218,-795,350,
58417,-362,-814,296,
58457,-520,-796,163,
58497,-635,-617,24,
58537,-629,-373,-38,
58577,-563,-214,-42,
58617,-489,-100,-55,
58657,-423,-29,-87,
58697,-363,20,-109,
58737,-295,60,-139,
58777,-219,78,-204,
58817,-134,85,-235,
58857,-58,76,-251,
58897,5,54,-278,
58937,59,24,-294,
58977,84,-13,-331,
59017,117,-68,-362,
59058,147,-93,-361,
59098,179,-101,-339,
59138,186,-2,-207,
59178,173,45,-27,
59218,157,19,118,
59258,118,-23,236,
59298,47,-25,309,
59338,-49,-55,384,
59378,-144,-132,439,
59418,-216,-57,372,
59458,-215,-60,333,
59498,-187,-118,341,
59538,-158,-152,349,
59578,-117,-143,341,
59618,-81,-116,328,
59658,-35,-119,333,
59698,44,-127,315,
59738,142,-146,274,
59778,236,-188,214,
59818,319,-254,136,
59858,372,-342,37,
59898,385,-455,-79,
59938,351,-529,-223,
59978,284,-589,-322,
60018,213,-636,-385,
60059,144,-661,-427,
60099,62,-674,-477,
60139,-1,-629,-525,
60179,-73,-573,-563,
60219,-171,-544,-581,
60259,-256,-481,-586,
60299,-364,-419,-564,
60339,-475,-341,-505,
60379,-594,-289,-366,
60419,-658,-336,-180,
60459,-632,-435,-26,
60499,-576,-503,34,
60539,-527,-566,66,
60579,-476,-625,118,
60619,-421,-651,176,
60659,-360,-656,236,
60699,-304,-653,283,
60739,-220,-610,338,
60779,-135,-580,369,
60819,-54,-557,372,
60859,23,-495,371,
60899,83,-449,354,
60939,108,-427,344,
60979,142,-392,326,
61019,189,-387,292,
61060,238,-423,247,
61100,264,-492,201,
61140,275,-586,153,
61180,228,-711,140,
61220,149,-823,145,
61260,59,-889,183,
61300,-52,-913,243,
61340,-182,-872,309,
61380,-244,-727,376,
61420,-242,-631,378,
61460,-207,-619,363,
61500,-185,-647,345,
61540,-158,-676,330,
61580,-130,-685,325,
61620,-114,-715,314,
61660,-83,-725,309,
61700,-20,-723,299,
61740,49,-715,285,
61780,136,-682,258,
61820,226,-607,222,
61860,301,-527,157,
61900,360,-471,52,
61940,378,-375,-86,
61980,345,-274,-222,
62020,269,-119,-269,
62061,176,8,-255,
62101,93,102,-173,
62141,9,151,-28,
62181,-64,100,185,
62221,-123,-222,430,
62261,-203,-542,446,
62301,-328,-670,374,
62341,-474,-718,266,
62381,-603,-635,138,
62421,-651,-460,-9,
62461,-608,-330,-100,
62501,-553,-247,-150,
62541,-511,-208,-213,
62581,-469,-194,-278,
62621,-411,-168,-339,
62661,-347,-159,-393,
62701,-291,-169,-443,
62741,-230,-192,-481,
62781,-160,-221,-510,
62821,-131,-230,-523,
62861,-82,-265,-536,
62901,-20,-303,-537,
62941,36,-314,-517,
62981,111,-330,-488,
63021,172,-326,-445,
63062,215,-272,-391,
63102,243,-209,-330,
63142,263,-136,-246,
63182,240,-49,-195,
63222,181,41,-184,
63262,85,123,-198,
63302,-26,169,-249,
63342,-138,157,-331,
63382,-214,81,-401,
63422,-212,-13,-440,
63462,-175,-68,-449,
63502,-152,-95,-453,
63542,-141,-90,-444,
63582,-121,-74,-438,
63622,-80,-74,-440,
63662,-23,-66,-427,
63702,50,-74,-408,
63742,131,-82,-362,
63782,226,-121,-295,
63822,286,-181,-251,
63862,332,-232,-187,
63902,365,-287,-84,
63942,371,-438,2,
63982,334,-617,9,
64022,275,-715,-189,
64063,212,-751,-281,
64103,136,-774,-346,
64143,80,-764,-397,
64183,23,-742,-452,
64223,-26,-720,-482,
64263,-93,-698,-515,
64303,-163,-635,-551,
64343,-237,-549,-579,
64383,-326,-433,-580,
64423,-438,-257,-507,
64463,-571,-160,-310,
64503,-634,-270,-114,
64543,-610,-442,-33,
64583,-558,-541,40,
64623,-499,-602,107,
64663,-423,-640,191,
64703,-324,-647,271,
64743,-192,-626,334,
64783,-109,-591,357,
64823,-28,-593,347,
64863,20,-604,329,
64903,69,-588,326,
64943,104,-590,307,
64983,114,-596,300,
65023,160,-592,270,
65064,211,-613,204,
65104,247,-622,143,
65144,263,-651,79,
65184,262,-699,18,
65224,240,-761,-36,
65264,198,-824,-57,
65304,125,-905,-36,
65344,29,-963,39,
65384,-98,-977,128,
65424,-194,-898,236,
65464,-204,-775,306,
65504,-158,-697,328,
65544,-108,-678,328,
65584,-67,-694,312,
65624,-28,-704,301,
65664,2,-695,300,
65704,30,-699,295,
65744,69,-734,252,
65784,130,-778,161,
65824,210,-789,-36,
65864,287,-670,-178,
65904,351,-438,-211,
65944,376,-323,-74,
65984,353,-282,63,
66024,295,-248,186,
66065,205,-180,269,
66105,121,-152,322,
66145,73,-140,339,
66185,26,-130,354,
66225,-21,-156,386,
66265,-76,-201,414,
66305,-141,-255,440,
66345,-223,-325,451,
66385,-311,-423,441,
66425,-427,-486,391,
66465,-554,-541,279,
66505,-659,-512,55,
66545,-638,-343,-81,
66585,-559,-194,-88,
66625,-492,-117,-116,
66665,-424,-51,-153,
66705,-348,-2,-200,
66745,-273,33,-226,
66785,-201,62,-224,
66825,-118,71,-238,
66865,-44,65,-250,
66905,27,38,-268,
66945,91,-2,-276,
66985,155,-44,-285,
67025,199,-94,-275,
67066,224,-117,-266,
67106,242,-80,-151,
67146,253,-86,-7,
67186,262,-149,101,
67226,233,-255,227,
67266,160,-401,329,
67306,115,-578,328,
67346,37,-741,295,
67386,-64,-803,294,
67426,-176,-799,319,
67466,-272,-749,346,
67506,-371,-698,333,
67546,-389,-617,336,
67586,-309,-537,375,
67626,-217,-535,380,
67666,-170,-563,372,
67706,-126,-601,356,
67746,-82,-624,348,
67786,-48,-634,346,
67826,-8,-641,336,
67866,68,-649,302,
67906,141,-691,234,
67946,214,-700,148,
67986,272,-693,44,
68026,310,-664,-100,
68067,305,-617,-236,
68107,249,-624,-344,
68147,165,-672,-407,
68187,67,-721,-439,
68227,-15,-735,-466,
68267,-80,-732,-482,
68307,-124,-717,-498,
68347,-153,-674,-521,
68387,-182,-595,-559,
68427,-200,-456,-590,
68467,-265,-298,-583,
68507,-384,-2,-396,
68547,-533,12,-198,
68587,-648,-195,-89,
68627,-643,-455,-80,
68667,-568,-608,-115,
68707,-495,-700,-132,
68747,-421,-777,-122,
68787,-336,-840,-116,
68827,-247,-880,-135,
68867,-149,-904,-112,
68907,-47,-899,-38,
68947,51,-869,-47,
68987,124,-824,-48,
69027,196,-760,-22,
69068,246,-679,31,
69108,272,-627,41,
69148,281,-632,-1,
69188,292,-615,-133,
69228,282,-479,-295,
69268,249,-262,-351,
69308,204,-173,-366,
69348,136,-90,-394,
69388,58,-22,-404,
69428,-25,-13,-450,
69468,-151,-49,-502,
69508,-285,-166,-542,
69548,-360,-370,-541,
69588,-318,-520,-510,
69628,-238,-580,-501,
69668,-172,-586,-502,
69708,-98,-563,-511,
69748,-13,-570,-494,
69788,48,-563,-479,
69828,111,-538,-458,
69868,161,-439,-450,
69908,189,-317,-435,
69948,265,-315,-367,
69988,340,-319,-239,
70028,378,-322,-87,
70068,371,-330,35,
70108,337,-370,150,
70148,281,-434,233,
70188,218,-512,286,
70228,147,-553,332,
70268,76,-599,360,
70308,15,-659,367,
70348,-51,-727,355,
70388,-140,-803,321,
70428,-258,-853,269,
70468,-408,-857,186,
70508,-572,-763,57,
70548,-665,-493,-14,
70588,-608,-243,-1,
70628,-509,-116,23,
70668,-444,-58,15,
70708,-384,0,-35,
70748,-325,42,-30,
70788,-270,65,6,
70828,-198,99,-44,
70868,-135,112,-94,
70908,-103,116,-41,
70948,-75,84,110,
70988,-53,29,209,
71028,8,-59,279,
71069,50,-296,364,
71109,81,-442,360,
71149,143,-446,326,
71189,187,-505,280,
71229,201,-613,226,
71269,187,-720,170,
71309,127,-825,133,
71349,2,-916,109,
71389,-147,-957,120,
71429,-264,-911,191,
71469,-340,-797,272,
71509,-321,-671,333,
71549,-227,-592,366,
71589,-146,-576,364,
71629,-92,-587,352,
71669,-44,-628,328,
71709,-50,-681,314,
71749,-25,-696,304,
71789,27,-677,300,
71829,99,-655,278,
71869,172,-637,236,
71909,258,-577,181,
71949,322,-498,117,
71989,368,-394,29,
72029,373,-284,-66,
72070,346,-197,-167,
72110,284,-103,-237,
72150,203,15,-215,
72190,118,101,-152,
72230,51,143,-51,
72270,5,123,108,
72310,-33,32,268,
72350,-88,-213,425,
72390,-153,-489,460,
72430,-265,-622,420,
72470,-417,-672,342,
72510,-581,-661,176,
72550,-663,-537,-26,
72590,-632,-366,-157,
72630,-550,-202,-179,
72670,-461,-82,-182,
72710,-383,-22,-201,
72750,-307,32,-196,
72790,-227,73,-174,
72830,-170,81,-194,
72870,-120,73,-239,
72910,-69,58,-275,
72950,-12,43,-294,
72990,56,6,-314,
73030,126,-51,-330,
73071,186,-99,-313,
73111,239,-145,-277,
73151,286,-192,-219,
73191,315,-200,-115,
73231,311,-171,-12,
73271,271,-96,53,
73311,201,-7,98,
73351,113,83,108,
73391,3,158,94,
73431,-119,203,68,
73471,-235,216,-33,
73511,-295,171,-146,
73551,-285,109,-229,
73591,-248,73,-261,
73631,-221,66,-254,
73671,-210,74,-233,
73711,-201,85,-213,
73751,-182,104,-187,
73791,-149,120,-160,
73831,-97,130,-126,
73871,-37,131,-71,
73911,42,101,29,
73951,124,44,83,
73991,200,-24,111,
74031,267,-124,128,
74072,323,-276,139,
74112,328,-483,136,
74152,285,-709,29,
74192,187,-812,-218,
74232,98,-710,-434,
74272,15,-625,-522,
74312,-38,-559,-558,
74352,-106,-488,-586,
74392,-182,-349,-589,
74432,-317,-202,-531,
74472,-455,-134,-426,
74512,-585,-240,-315,
74552,-646,-462,-181,
74592,-579,-693,-47,
74632,-454,-805,44,
74672,-317,-835,140,
74712,-221,-841,165,
74752,-142,-841,164,
74792,-93,-849,142,
74832,-51,-863,104,
74872,-8,-868,76,
74912,43,-853,67,
74952,88,-841,33,
74992,143,-819,-45,
75032,185,-781,-42,
75073,214,-751,-8,
75113,223,-740,-11,
75153,208,-773,-107,
75193,149,-768,-294,
75233,38,-639,-484,
75273,-83,-520,-562,
75313,-184,-495,-573,
75353,-292,-511,-553,
75393,-379,-567,-508,
75433,-447,-641,-437,
75473,-470,-735,-346,
75513,-420,-824,-272,
75553,-346,-867,-214,
75593,-285,-881,-196,
75633,-261,-883,-184,
75673,-248,-880,-193,
75713,-255,-877,-211,
75753,-272,-866,-240,
75793,-252,-843,-300,
75833,-192,-833,-351,
75873,-135,-770,-429,
75913,-56,-671,-494,
75953,41,-505,-530,
75993,122,-332,-504,
76033,193,-214,-432,
76074,239,-102,-315,
76114,246,-6,-132,
76154,207,37,-10,
76194,162,47,72,
76234,98,23,188,
76274,21,-1,268,
76314,-68,-95,365,
76354,-163,-214,417,
76394,-258,-289,427,
76434,-382,-521,378,
76474,-498,-672,227,
76514,-626,-609,43,
76554,-668,-455,-129,
76594,-616,-237,-200,
76634,-496,-56,-156,
76674,-383,33,-64,
76714,-293,68,-22,
76754,-233,79,16,
76794,-193,86,24,
76834,-127,91,37,
76874,-62,86,60,
76914,8,68,70,
76954,69,45,67,
76994,111,31,47,
77034,165,7,26,
77075,191,-17,18,
77115,213,-67,76,
77155,230,-185,176,
77195,224,-370,249,
77235,185,-522,280,
77275,111,-675,282,
77315,23,-776,273,
77355,-61,-835,257,
77395,-163,-848,270,
77435,-245,-838,282,
77475,-325,-780,321,
77515,-369,-673,370,
77555,-345,-548,399,
77595,-291,-484,395,
77635,-248,-456,394,
77675,-234,-452,387,
77715,-215,-434,390,
77755,-197,-408,398,
77795,-157,-403,407,
77835,-106,-429,411,
77875,-58,-478,407,
77915,49,-520,371,
77955,211,-522,267,
77995,317,-514,121,
78035,355,-544,-25,
78076,341,-583,-159,
78116,284,-621,-283,
78156,202,-651,-380,
78196,125,-690,-424,
78236,47,-678,-478,
78276,-30,-482,-565,
78316,-105,-366,-584,
78356,-186,-208,-558,
78396,-273,-79,-489,
78436,-363,-9,-411,
78476,-487,-27,-332,
78516,-614,-110,-231,
78556,-692,-304,-116,
78596,-631,-538,-150,
78636,-525,-610,-244,
78676,-473,-598,-293,
78716,-426,-628,-318,
78756,-384,-675,-325,
78796,-318,-727,-333,
78836,-238,-752,-366,
78876,-143,-793,-350,
78916,-47,-816,-318,
78956,32,-810,-294,
78996,85,-777,-310,
79036,125,-577,-431,
79077,150,-336,-455,
79117,158,-253,-442,
79157,145,-187,-440,
79197,102,-97,-432,
79237,51,-20,-420,
79277,32,0,-432,
79317,47,-8,-452,
79357,41,-7,-474,
79397,13,16,-490,
79437,-36,45,-511,
79477,-117,36,-559,
79517,-222,-153,-644,
79557,-194,-336,-611,
79597,-147,-396,-559,
79637,-127,-452,-537,
79677,-80,-502,-524,
79717,-15,-516,-511,
79757,63,-501,-494,
79797,122,-506,-460,
79837,182,-506,-416,
79877,238,-469,-374,
79917,288,-424,-322,
79957,341,-378,-215,
79997,371,-339,-49,
80037,332,-283,133,
80078,230,-210,270,
80118,96,-163,353,
80158,-21,-126,386,
80198,-94,-94,387,
80238,-152,-154,417,
80278,-207,-291,459,
80318,-270,-431,471,
80358,-366,-589,426,
80398,-524,-730,278,
80438,-664,-624,96,
80478,-637,-398,21,
80518,-575,-302,-5,
80558,-543,-246,-80,
80598,-512,-225,-173,
80638,-465,-203,-275,
80678,-376,-146,-352,
80718,-264,-113,-409,
80758,-156,-80,-423,
80798,-53,18,-325,
80838,0,74,-228,
80878,6,81,-230,
80918,34,76,-222,
80958,73,70,-194,
80998,107,66,-153,
81038,139,52,-130,
81079,183,22,-87,
81119,216,-7,-49,
81159,223,-16,-21,
81199,220,-25,61,
81239,168,-28,173,
81279,87,-30,266,
81319,-6,-6,310,
81359,-126,-4,348,
81399,-265,42,291,
81439,-342,98,132,
81479,-319,103,24,
81519,-264,107,-10,
81559,-221,112,-25,
81599,-188,115,5,
81639,-147,117,36,
81679,-98,117,62,
81719,-13,96,88,
81759,101,-11,182,
81799,208,-189,235,
81839,300,-372,175,
81879,355,-439,58,
81919,378,-470,-81,
81959,359,-481,-213,
81999,299,-538,-320,
82039,209,-565,-417,
82080,117,-572,-486,
82120,38,-590,-517,
82160,-40,-604,-537,
82200,-124,-605,-549,
82240,-174,-541,-571,
82280,-226,-448,-584,
82320,-292,-350,-574,
82360,-383,-235,-524,
82400,-492,-147,-414,
82440,-613,-247,-270,
82480,-629,-500,-157,
82520,-548,-669,-73,
82560,-461,-750,-5,
82600,-389,-789,62,
82640,-315,-801,132,
82680,-242,-793,188,
82720,-172,-785,222,
82760,-114,-750,267,
82800,-80,-715,294,
82840,-56,-741,279,
82880,6,-758,253,
82920,79,-746,217,
82960,124,-741,184,
83000,157,-771,111,
83040,161,-804,48,
83081,144,-839,-17,
83121,101,-881,-104,
83161,47,-913,-137,
83201,-39,-949,-173,
83241,-148,-973,-168,
83281,-248,-982,-111,
83321,-336,-964,0,
83361,-363,-887,165,
83401,-291,-775,297,
83441,-194,-700,337,
83481,-133,-658,339,
83521,-87,-668,323,
83561,-63,-689,312,
83601,-49,-747,270,
83641,-43,-786,240,
83681,-34,-800,235,
83721,23,-797,220,
83761,112,-780,182,
83801,203,-737,130,
83841,289,-658,65,
83881,340,-592,-10,
83921,365,-528,-95,
83961,372,-419,-157,
84001,354,-296,-210,
84041,320,-214,-241,
84082,273,-147,-282,
84122,231,-90,-288,
84162,164,-21,-302,
84202,104,31,-302,
84242,53,90,-251,
84282,-8,144,-171,
84322,-81,169,8,
84362,-175,37,273,
84402,-284,-305,422,
84442,-412,-649,323,
84482,-535,-717,159,
84522,-637,-590,-9,
84562,-633,-391,-123,
84602,-565,-233,-161,
84642,-497,-144,-190,
84682,-441,-76,-187,
84722,-384,-44,-235,
84762,-307,-29,-308,
84802,-230,-34,-365,
84842,-145,-60,-414,
84882,-73,-136,-467,
84922,-11,-151,-467,
84962,59,-157,-447,
85002,114,-184,-431,
85042,163,-188,-396,
85083,191,-175,-359,
85123,199,-114,-315,
85163,167,-19,-266,
85203,103,51,-243,
85243,7,116,-222,
85283,-80,145,-219,
85323,-192,141,-238,
85363,-313,106,-261,
85403,-432,21,-294,
85443,-511,-114,-344,
85483,-505,-277,-405,
85523,-430,-370,-447,
85563,-363,-384,-474,
85603,-317,-369,-489,
85643,-278,-348,-500,
85683,-239,-307,-515,
85723,-177,-259,-521,
85763,-89,-167,-500,
85803,12,-103,-454,
85843,87,-53,-383,
85883,200,-52,-272,
85923,303,-123,-145,
85963,344,-195,-35,
86003,354,-291,59,
86043,324,-382,163,
86084,276,-503,218,
86124,214,-674,198,
86164,137,-798,156,
86204,70,-854,143,
86244,5,-902,106,
86284,-43,-941,54,
86324,-89,-965,-5,
86364,-147,-978,-113,
86404,-213,-962,-224,
86444,-314,-921,-283,
86484,-476,-801,-320,
86524,-640,-541,-251,
86564,-658,-338,-28,
86604,-550,-455,152,
86644,-471,-630,142,
86684,-410,-681,158,
86724,-356,-714,178,
86764,-300,-750,191,
86804,-246,-776,197,
86844,-190,-769,237,
86884,-122,-754,264,
86924,-69,-755,268,
86964,-8,-754,254,
87004,44,-781,209,
87044,55,-835,133,
87085,74,-860,81,
87125,70,-892,14,
87165,59,-910,-33,
87205,52,-926,-81,
87245,19,-947,-109,
87285,-27,-978,-144,
87325,-87,-1012,-147,
87365,-175,-1048,-130,
87405,-302,-1060,-52,
87445,-418,-932,131,
87485,-339,-723,296,
87525,-208,-639,338,
87565,-129,-593,350,
87605,-72,-563,358,
87645,-1,-553,353,
87685,75,-567,317,
87725,106,-590,301,
87765,136,-561,300,
87805,169,-560,289,
87845,172,-536,300,
87885,233,-505,262,
87925,294,-443,199,
87965,333,-366,146,
88005,349,-324,99,
88045,357,-290,57,
88086,352,-218,8,
88126,326,-137,-28,
88166,288,-57,-57,
88206,225,27,-30,
88246,147,99,-16,
88286,74,141,44,
88326,14,110,186,
88366,-30,-2,346,
88406,-83,-189,474,
88446,-237,-424,526,
88486,-478,-650,382,
88526,-611,-538,103,
88566,-580,-375,3,
88606,-548,-297,-49,
88646,-520,-243,-136,
88686,-464,-181,-239,
88726,-391,-129,-308,
88766,-316,-92,-355,
88806,-227,-97,-414,
88846,-146,-39,-393,
88886,-79,41,-309,
88926,-44,57,-289,
88966,-7,67,-273,
89006,44,56,-270,
89046,97,33,-262,
89087,129,55,-174,
89127,155,56,-93,
89167,163,47,28,
89207,181,10,96,
89247,195,-14,133,
89287,213,-68,183,
89327,226,-170,256,
89367,208,-269,329,
89407,156,-359,397,
89447,20,-522,476,
89487,-152,-567,520,
89527,-305,-374,507,
89567,-292,-194,412,
89607,-240,-147,355,
89647,-205,-151,340,
89687,-169,-170,351,
89727,-112,-185,365,
89767,-29,-210,367,
89807,60,-257,350,
89847,128,-362,334,
89887,207,-471,269,
89927,301,-527,125,
89967,354,-521,-40,
90007,354,-512,-180,
90047,316,-500,-309,
90088,257,-463,-406,
90128,178,-440,-473,
90168,112,-413,-523,
90208,64,-332,-537,
90248,7,-280,-550,
90288,-30,-197,-542,
90328,-80,-110,-520,
90368,-148,-4,-467,
90408,-258,84,-372,
90448,-399,100,-251,
90488,-562,-25,-161,
90528,-636,-247,-94,
90568,-610,-443,-93,
90608,-557,-578,-82,
90648,-491,-692,-91,
90688,-400,-795,-112,
90728,-307,-859,-107,
90768,-164,-906,-86,
90808,-81,-907,-96,
90848,-33,-883,-196,
90888,21,-819,-305,
90928,57,-614,-452,
90968,74,-517,-484,
91008,131,-545,-443,
91048,171,-545,-415,
91089,202,-501,-398,
91129,210,-408,-407,
91169,207,-328,-413,
91209,192,-228,-405,
91249,167,-139,-395,
91289,130,-59,-377,
91329,54,43,-345,
91369,-32,98,-339,
91409,-123,73,-409,
91449,-190,-68,-518,
91489,-169,-298,-556,
91529,-101,-413,-534,
91569,-36,-442,-513,
91609,14,-426,-498,
91649,40,-428,-497,
91689,71,-406,-494,
91729,116,-398,-475,
91769,173,-396,-440,
91809,239,-419,-386,
91849,303,-424,-315,
91889,353,-468,-208,
91929,370,-536,-83,
91969,340,-604,44,
92009,290,-633,141,
92049,215,-674,219,
92090,125,-725,263,
92130,39,-777,276,
92170,-8,-824,247,
92210,-32,-881,186,
92250,-79,-933,113,
92290,-101,-974,2,
92330,-119,-982,-157,
92370,-175,-943,-305,
92410,-262,-860,-415,
92450,-458,-676,-449,
92490,-590,-355,-333,
92530,-583,-215,-47,
92570,-535,-388,135,
92610,-504,-531,138,
92650,-455,-619,155,
